1:
 num     #instances         #bytes  class name (module)
 536:             3            432  [Ltools.jackson.core.sym.CharsToNameCanonicalizer$Bucket;
 537:             1            432  [[[C (java.base@25.0.4)
 538:            27            432  java.security.spec.ECFieldFp (java.base@25.0.4)
 539:            18            432  java.text.DateFormat$Field (java.base@25.0.4)
 540:            18            432  java.util.regex.Pattern$CharPropertyGreedy (java.base@25.0.4)
 541:            18            432  java.util.regex.Pattern$Dollar (java.base@25.0.4)
 542:             2            432  org.apache.tomcat.util.net.NioEndpoint
 543:            18            432  org.springframework.web.util.UrlPathHelper
 544:            13            416  io.micrometer.core.instrument.cumulative.CumulativeFunctionCounter
 545:            26            416  java.lang.ThreadLocal (java.base@25.0.4)
 546:            13            416  java.util.ImmutableCollections$MapN (java.base@25.0.4)
 547:            13            416  org.apache.coyote.AsyncStateMachine$AsyncState
 548:            17            408  jdk.internal.constant.ArrayClassDescImpl (java.base@25.0.4)
 549:            17            408  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet
 550:            17            408  sun.nio.ch.OptionKey (java.base@25.0.4)
 551:            17            408  sun.nio.ch.SocketOptionRegistry$RegistryKey (java.base@25.0.4)
 552:             3            408  tools.jackson.databind.json.JsonMapper$Builder$StateImpl
 553:             5            400  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@25.0.4)
 554:            10            400  java.lang.classfile.TypeKind (java.base@25.0.4)
 555:            25            400  org.springframework.boot.autoconfigure.condition.OnPropertyCondition
 556:            10            400  org.springframework.boot.system.JavaVersion
 557:            16            384  ch.qos.logback.core.spi.ContextAwareBase
 558:            12            384  jdk.internal.constant.DirectMethodHandleDescImpl (java.base@25.0.4)
 559:            24            384  jdk.proxy2.$Proxy28 (jdk.proxy2)
 560:            12            384  org.apache.catalina.LifecycleState
 561:             6            384  org.springframework.beans.factory.config.DependencyDescriptor
 562:            12            384  org.springframework.beans.propertyeditors.CustomCollectionEditor
 563:            16            384  org.springframework.boot.origin.PropertySourceOrigin
 564:            24            384  org.springframework.format.datetime.standard.TemporalAccessorPrinter
 565:            12            384  sun.security.jca.ProviderConfig (java.base@25.0.4)
 566:            12            384  tools.jackson.core.io.SerializedString
 567:            20            368  [Ljavax.management.MBeanConstructorInfo; (java.management@25.0.4)
 568:             7            368  [Ltools.jackson.databind.cfg.CoercionAction;
 569:             9            360  java.util.IdentityHashMap (java.base@25.0.4)
 570:            15            360  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@25.0.4)
 571:             9            360  jdk.internal.constant.PrimitiveClassDescImpl (java.base@25.0.4)
 572:             3            360  jdk.internal.misc.InnocuousThread (java.base@25.0.4)
 573:            15            360  org.springframework.boot.actuate.autoconfigure.endpoint.expose.IncludeExcludeEndpointFilter$EndpointPatterns
 574:            15            360  org.yaml.snakeyaml.nodes.Tag
 575:             9            360  sun.util.locale.provider.LocaleResources$ResourceReference (java.base@25.0.4)
 576:            11            352  com.fasterxml.jackson.annotation.JsonInclude$Value
 577:            22            352  java.beans.PropertyChangeSupport$PropertyChangeListenerMap (java.desktop@25.0.4)
 578:            11            352  java.lang.constant.DirectMethodHandleDesc$Kind (java.base@25.0.4)
 579:            11            352  javax.management.MBeanNotificationInfo (java.management@25.0.4)
 580:             2            352  org.apache.catalina.core.StandardHost
 581:            22            352  org.springframework.boot.actuate.autoconfigure.endpoint.condition.OnAvailableEndpointCondition
 582:            11            352  org.springframework.http.converter.ResourceHttpMessageConverter
 583:             6            336  java.nio.DirectLongBufferU (java.base@25.0.4)
 584:             6            336  org.apache.tomcat.util.descriptor.web.FilterDef
 585:             3            336  org.springframework.beans.GenericTypeAwarePropertyDescriptor
 586:            21            336  org.springframework.core.annotation.AnnotatedElementAdapter
 587:             8            320  java.lang.WeakPairMap$Pair$Weak (java.base@25.0.4)
 588:             8            320  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@25.0.4)
 589:             5            320  java.text.DateFormatSymbols (java.base@25.0.4)
 590:            10            320  java.util.Hashtable$Entry (java.base@25.0.4)
 591:            20            320  java.util.TreeMap$KeySet (java.base@25.0.4)
 592:            20            320  java.util.concurrent.atomic.AtomicReferenceArray (java.base@25.0.4)
 593:             8            320  org.apache.catalina.core.StandardPipeline
 594:             4            320  org.apache.catalina.deploy.NamingResourcesImpl
 595:             2            320  org.springframework.boot.web.server.servlet.context.AnnotationConfigServletWebServerApplicationContext
 596:             8            320  org.springframework.core.annotation.SynthesizedMergedAnnotationInvocationHandler
 597:             8            320  org.springframework.util.PlaceholderParser
 598:            10            320  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
 599:            10            320  org.springframework.web.servlet.mvc.condition.VersionRequestCondition
 600:             2            320  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
 601:             8            320  sun.management.MemoryPoolImpl$CollectionSensor (java.management@25.0.4)
 602:             8            320  sun.management.MemoryPoolImpl$PoolSensor (java.management@25.0.4)
 603:            13            312  java.lang.ProcessEnvironment$Value (java.base@25.0.4)
 604:            13            312  java.lang.ProcessEnvironment$Variable (java.base@25.0.4)
 605:            13            312  java.lang.invoke.StringConcatFactory$InlineHiddenClassStrategy$MethodHandlePair (java.base@25.0.4)
 606:            13            312  java.util.concurrent.Executors$RunnableAdapter (java.base@25.0.4)
 607:            13            312  org.springframework.core.ResolvableType$SyntheticParameterizedType
 608:            13            312  org.springframework.core.ResolvableType$TypeVariablesVariableResolver
 609:            13            312  tools.jackson.databind.type.LogicalType
 610:            13            312  tools.jackson.databind.type.TypeBindings$AsKey
 611:            13            312  tools.jackson.databind.util.SimpleLookupCache
 612:            13            312  tools.jackson.databind.util.internal.LinkedDeque
 613:            19            304  java.util.regex.Pattern$Begin (java.base@25.0.4)
 614:            19            304  jdk.proxy2.$Proxy51 (jdk.proxy2)
 615:             2            304  org.apache.catalina.core.StandardServer
 616:             2            304  org.apache.coyote.http11.Http11NioProtocol
 617:            19            304  tools.jackson.databind.introspect.AnnotationMap
 618:             2            288  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@25.0.4)
 619:             2            288  [Ltools.jackson.databind.MapperFeature;
 620:            12            288  com.fasterxml.jackson.annotation.JsonFormat$Shape
 621:            12            288  java.lang.NamedPackage (java.base@25.0.4)
 622:            12            288  java.lang.annotation.ElementType (java.base@25.0.4)
 623:             9            288  java.lang.reflect.AccessFlag$Location (java.base@25.0.4)
 624:             9            288  java.net.InetAddress$InetAddressHolder (java.base@25.0.4)
 625:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base@25.0.4)
 626:            12            288  java.time.Month (java.base@25.0.4)
 627:            12            288  java.time.format.DateTimeFormatterBuilder$LocalizedPrinterParser (java.base@25.0.4)
 628:             9            288  java.util.logging.Level (java.logging@25.0.4)
 629:             9            288  java.util.logging.Level$KnownLevel (java.logging@25.0.4)
 630:             6            288  java.util.stream.StreamOpFlag (java.base@25.0.4)
 631:             2            288  org.apache.catalina.session.StandardManager
 632:             3            288  org.apache.catalina.webresources.CachedResource
 633:             6            288  org.springframework.beans.PropertyValue
 634:             2            288  org.springframework.boot.tomcat.TomcatEmbeddedWebappClassLoader
 635:            18            288  org.springframework.web.context.request.RequestScope
 636:            12            288  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
 637:            12            288  sun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget (java.base@25.0.4)
 638:             9            288  sun.util.logging.PlatformLogger$Level (java.base@25.0.4)
 639:             3            288  tools.jackson.databind.DeserializationConfig
 640:             9            288  tools.jackson.databind.cfg.EnumFeature
 641:             9            288  tools.jackson.databind.introspect.AnnotatedConstructor$InvokerHolder
 642:             7            280  java.util.Collections$SingletonMap (java.base@25.0.4)
 643:             7            280  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@25.0.4)
 644:             7            280  org.springframework.boot.convert.DurationStyle$Unit
 645:             7            280  sun.util.resources.Bundles$BundleReference (java.base@25.0.4)
 646:            17            272  java.util.Collections$SingletonSet (java.base@25.0.4)
 647:            17            272  jdk.proxy2.$Proxy30 (jdk.proxy2)
 648:             2            272  org.apache.catalina.connector.Connector
 649:            17            272  org.springframework.core.SerializableTypeWrapper$TypeProxyInvocationHandler
 650:            11            264  com.fasterxml.jackson.annotation.JsonFormat$Feature
 651:            11            264  org.yaml.snakeyaml.events.Event$ID
 652:             3            264  tools.jackson.core.json.JsonFactory
 653:             3            264  tools.jackson.databind.SerializationConfig
 654:            11            256  [Lorg.springframework.core.MethodParameter;
 655:             2            256  [Ltools.jackson.databind.DeserializationFeature;
 656:             8            256  io.micrometer.core.instrument.Statistic
 657:             8            256  java.lang.WeakPairMap$Pair$Weak$1 (java.base@25.0.4)
 658:             8            256  java.math.RoundingMode (java.base@25.0.4)
 659:             4            256  java.text.SimpleDateFormat (java.base@25.0.4)
 660:             8            256  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@25.0.4)
 661:            16            256  jdk.proxy2.$Proxy18 (jdk.proxy2)
 662:             2            256  org.apache.catalina.core.StandardEngine
 663:             8            256  org.apache.logging.log4j.spi.StandardLevel
 664:             2            256  org.springframework.boot.webmvc.actuate.endpoint.web.AdditionalHealthEndpointPathsWebMvcHandlerMapping
 665:            16            256  org.springframework.core.$Proxy6
 666:             8            256  org.springframework.core.io.UrlResource
 667:             4            256  org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache
 668:             4            256  org.springframework.expression.spel.support.StandardEvaluationContext
 669:             8            256  org.springframework.util.ConcurrentLruCache$Node
 670:             8            256  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 671:            16            256  org.springframework.web.servlet.mvc.condition.RequestMethodsRequestCondition
 672:             3            240  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@25.0.4)
 673:            10            240  ch.qos.logback.core.pattern.LiteralConverter
 674:            10            240  io.micrometer.common.ImmutableKeyValue
 675:             5            240  java.lang.ThreadGroup (java.base@25.0.4)
 676:             6            240  java.lang.invoke.LambdaForm$BasicType (java.base@25.0.4)
 677:            10            240  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@25.0.4)
 678:             5            240  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@25.0.4)
 679:             6            240  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@25.0.4)
 680:            10            240  java.nio.charset.CoderResult (java.base@25.0.4)
 681:            10            240  java.nio.file.StandardOpenOption (java.base@25.0.4)
 682:             3            240  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@25.0.4)
 683:             5            240  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@25.0.4)
 684:            15            240  jdk.internal.classfile.impl.AbstractInstruction$UnboundConvertInstruction (java.base@25.0.4)
 685:            15            240  jdk.internal.classfile.impl.AbstractInstruction$UnboundIntrinsicConstantInstruction (java.base@25.0.4)
 686:             6            240  jdk.internal.vm.SharedThreadContainer (java.base@25.0.4)
 687:             6            240  org.apache.tomcat.util.descriptor.web.FilterMap
 688:             6            240  org.springframework.beans.factory.config.ConstructorArgumentValues$ValueHolder
 689:             6            240  org.springframework.beans.propertyeditors.CustomBooleanEditor
 690:             6            240  org.springframework.boot.actuate.endpoint.web.annotation.DiscoveredWebEndpoint
 691:             6            240  org.springframework.boot.logging.logback.ColorConverter
 692:             2            240  org.springframework.boot.tomcat.TomcatWebServer$1
 693:             2            240  org.springframework.boot.tomcat.autoconfigure.TomcatServerProperties
 694:             2            240  org.springframework.boot.tomcat.servlet.TomcatServletWebServerFactory
 695:            10            240  org.springframework.context.event.AbstractApplicationEventMulticaster$CachedListenerRetriever
 696:            10            240  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
 697:            10            240  org.springframework.core.NamedThreadLocal
 698:            15            240  org.springframework.core.convert.TypeDescriptor$$Lambda/0x0000700001359e78
 699:            15            240  org.springframework.web.cors.DefaultCorsProcessor
 700:             2            240  org.springframework.web.servlet.DispatcherServlet
 701:             6            240  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistry
 702:            10            240  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
 703:            10            240  org.springframework.web.servlet.mvc.method.annotation.ServletModelAttributeMethodProcessor
 704:            15            240  sun.invoke.util.ValueConversions$WrapperCache (java.base@25.0.4)
 705:            10            240  sun.util.locale.provider.LocaleServiceProviderPool (java.base@25.0.4)
 706:            10            240  tools.jackson.databind.cfg.CoercionInputShape
 707:             6            240  tools.jackson.databind.cfg.ConfigOverrides
 708:             1            224  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@25.0.4)
 709:             2            224  [Ljava.net.URL; (java.base@25.0.4)
 710:             7            224  com.fasterxml.jackson.annotation.JsonTypeInfo$Id
 711:             7            224  java.lang.System$Logger$Level (java.base@25.0.4)
 712:             7            224  java.lang.classfile.attribute.StackMapFrameInfo$SimpleVerificationTypeInfo (java.base@25.0.4)
 713:             7            224  java.util.concurrent.CountDownLatch$Sync (java.base@25.0.4)
 714:             7            224  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@25.0.4)
 715:             7            224  jdk.internal.loader.NativeLibraries (java.base@25.0.4)
 716:             7            224  org.springframework.boot.logging.LogLevel
 717:             7            224  sun.util.resources.Bundles$CacheKey (java.base@25.0.4)
 718:             7            224  tools.jackson.core.StreamReadFeature
 719:             7            224  tools.jackson.core.StreamWriteFeature
 720:             7            224  tools.jackson.core.json.JsonWriteFeature
 721:             4            224  tools.jackson.core.util.DefaultPrettyPrinter
 722:             9            216  java.nio.file.attribute.PosixFilePermission (java.base@25.0.4)
 723:             9            216  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
 724:             9            216  org.springframework.boot.actuate.endpoint.invoke.reflect.OperationMethodParameter
 725:             9            216  org.springframework.core.type.StandardMethodMetadata
 726:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base@25.0.4)
 727:             3            216  tools.jackson.core.sym.ByteQuadsCanonicalizer
 728:             9            216  tools.jackson.databind.introspect.MemberKey
 729:             1            208  [Lorg.apache.coyote.ActionCode;
 730:             9            208  [Lorg.springframework.boot.actuate.autoconfigure.endpoint.expose.EndpointExposure;
 731:             2            208  java.util.jar.JarFile$JarFileEntry (java.base@25.0.4)
 732:            13            208  jdk.proxy2.$Proxy53 (jdk.proxy2)
 733:             2            208  org.apache.catalina.authenticator.NonLoginAuthenticator
 734:             1            208  org.apache.coyote.Request
 735:             2            208  org.apache.tomcat.util.net.SocketProperties
 736:             2            208  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping
 737:             2            208  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
 738:             4            200  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@25.0.4)
 739:             2            200  [Ljava.text.DateFormat$Field; (java.base@25.0.4)
 740:             5            200  java.text.DigitList (java.base@25.0.4)
 741:             5            200  org.springframework.boot.actuate.endpoint.web.WebOperationRequestPredicate
 742:             5            200  org.springframework.core.io.support.ResourceArrayPropertyEditor
 743:             5            200  org.springframework.expression.spel.SpelParserConfiguration
 744:             5            200  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
 745:             5            200  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
 746:             5            200  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@25.0.4)
 747:             5            200  tools.jackson.core.JsonEncoding
 748:             3            192  [Lsun.invoke.util.Wrapper; (java.base@25.0.4)
 749:             8            192  com.fasterxml.jackson.annotation.PropertyAccessor
 750:             6            192  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping (java.management@25.0.4)
 751:             8            192  java.lang.String$$StringConcat/0x0000700001118800 (java.base@25.0.4)
 752:             6            192  java.lang.invoke.MethodHandles$Lookup (java.base@25.0.4)
 753:             8            192  java.lang.module.ModuleDescriptor$Opens (java.base@25.0.4)
 754:             3            192  java.nio.DirectByteBufferR (java.base@25.0.4)
 755:             6            192  java.time.format.TextStyle (java.base@25.0.4)
 756:             8            192  java.util.BitSet (java.base@25.0.4)
 757:            12            192  java.util.EnumMap$EntrySet (java.base@25.0.4)
 758:            12            192  java.util.TreeSet (java.base@25.0.4)
 759:             6            192  javax.management.StandardEmitterMBean (java.management@25.0.4)
 760:            12            192  jdk.proxy2.$Proxy42 (jdk.proxy2)
 761:             6            192  org.apache.catalina.core.ApplicationFilterConfig
 762:             8            192  org.apache.logging.log4j.Level
 763:             8            192  org.apache.tomcat.util.http.MimeHeaderField
 764:             2            192  org.apache.tomcat.websocket.server.WsServerContainer
 765:             6            192  org.springframework.beans.propertyeditors.CharacterEditor
 766:             8            192  org.springframework.boot.actuate.autoconfigure.info.OnEnabledInfoContributorCondition
 767:             6            192  org.springframework.boot.ansi.AnsiStyle
 768:             6            192  org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType
 769:             8            192  org.springframework.boot.loader.jar.MetaInfVersionsInfo
 770:             8            192  org.springframework.boot.logging.DeferredLog
 771:             4            192  org.springframework.boot.web.server.Cookie
 772:             6            192  org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl
 773:             6            192  org.springframework.http.converter.StringHttpMessageConverter
 774:             8            192  org.springframework.util.ConcurrentLruCache$CacheEntry
 775:             8            192  org.springframework.web.accept.ContentNegotiationManager
 776:             8            192  org.springframework.web.bind.annotation.RequestMethod
 777:             2            192  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
 778:             6            192  org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration
 779:             8            192  org.springframework.web.servlet.resource.DefaultResourceResolverChain
 780:             6            192  org.yaml.snakeyaml.DumperOptions$ScalarStyle
 781:             6            192  sun.reflect.generics.repository.ConstructorRepository (java.base@25.0.4)
 782:             3            192  tools.jackson.core.sym.CharsToNameCanonicalizer
 783:             6            192  tools.jackson.databind.cfg.CoercionConfigs
 784:             6            192  tools.jackson.databind.cfg.JsonNodeFeature
 785:             6            192  tools.jackson.databind.ser.BeanPropertyWriter$GetterHolder
 786:             6            192  tools.jackson.databind.util.TypeKey
 787:             1            184  org.apache.catalina.connector.Request
 788:             2            176  [Ltools.jackson.databind.SerializationFeature;
 789:             2            176  org.apache.catalina.core.StandardService
 790:             2            176  org.apache.catalina.webresources.StandardRoot
 791:             1            176  org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper
 792:             2            176  org.springframework.web.servlet.function.support.RouterFunctionMapping
 793:            11            176  org.springframework.web.servlet.mvc.condition.PathPatternsRequestCondition
 794:             2            176  sun.nio.ch.ServerSocketChannelImpl (java.base@25.0.4)
 795:             2            168  [Ljava.lang.ClassValue$Entry; (java.base@25.0.4)
 796:             1            168  [[Ljava.math.BigInteger; (java.base@25.0.4)
 797:             7            168  ch.qos.logback.classic.Level
 798:             7            168  com.fasterxml.jackson.annotation.JsonInclude$Include
 799:             3            168  java.io.FileCleanable (java.base@25.0.4)
 800:             7            168  java.lang.Double (java.base@25.0.4)
 801:             7            168  java.lang.String$$StringConcat/0x0000700001328400 (java.base@25.0.4)
 802:             7            168  java.net.Inet4Address (java.base@25.0.4)
 803:             3            168  java.nio.HeapCharBuffer (java.base@25.0.4)
 804:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport (java.management@25.0.4)
 805:             7            168  jdk.internal.classfile.impl.AnnotationImpl (java.base@25.0.4)
 806:             7            168  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@25.0.4)
 807:             7            168  org.apache.tomcat.util.net.SocketEvent
 808:             7            168  org.springframework.cglib.proxy.CallbackInfo
 809:             7            168  org.springframework.core.convert.support.GenericConversionService$Converters
 810:             7            168  org.springframework.http.converter.ByteArrayHttpMessageConverter
 811:             7            168  org.yaml.snakeyaml.scanner.Constant
 812:             3            168  tools.jackson.databind.ext.javatime.deser.InstantDeserializer
 813:             4            160  [F (java.base@25.0.4)
 814:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base@25.0.4)
 815:             2            160  [Ljava.time.temporal.ChronoUnit; (java.base@25.0.4)
 816:             2            160  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@25.0.4)
 817:             3            160  [Ljava.util.logging.Level; (java.logging@25.0.4)
 818:             6            160  [Lorg.springframework.core.io.Resource;
 819:             2            160  [Ltools.jackson.databind.cfg.DateTimeFeature;
 820:             7            160  [Ltools.jackson.databind.ser.Serializers;
 821:             4            160  ch.qos.logback.core.util.SimpleTimeBasedGuard
 822:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@25.0.4)
 823:             4            160  java.time.format.DateTimeFormatterBuilder$NanosPrinterParser (java.base@25.0.4)
 824:             4            160  jdk.internal.loader.URLClassPath (java.base@25.0.4)
 825:            10            160  jdk.proxy2.$Proxy34 (jdk.proxy2)
 826:             2            160  org.apache.catalina.startup.Tomcat$SimpleRealm
 827:             2            160  org.apache.coyote.RequestGroupInfo
 828:             4            160  org.apache.tomcat.util.buf.UDecoder$DecodeException
 829:             4            160  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement
 830:             5            160  org.springframework.beans.propertyeditors.ClassArrayEditor
 831:             5            160  org.springframework.beans.propertyeditors.ClassEditor
 832:             5            160  org.springframework.beans.propertyeditors.FileEditor
 833:             5            160  org.springframework.beans.propertyeditors.InputSourceEditor
 834:             5            160  org.springframework.beans.propertyeditors.InputStreamEditor
 835:             5            160  org.springframework.beans.propertyeditors.PathEditor
 836:             5            160  org.springframework.beans.propertyeditors.ReaderEditor
 837:             5            160  org.springframework.beans.propertyeditors.URIEditor
 838:             5            160  org.springframework.beans.propertyeditors.URLEditor
 839:             5            160  org.springframework.boot.actuate.autoconfigure.endpoint.expose.IncludeExcludeEndpointFilter
 840:             5            160  org.springframework.boot.actuate.endpoint.annotation.DiscoveredOperationMethod
 841:             5            160  org.springframework.boot.actuate.endpoint.web.annotation.DiscoveredWebOperation
 842:            10            160  org.springframework.boot.convert.CollectionToDelimitedStringConverter
 843:             5            160  org.springframework.boot.logging.logback.RollingPolicySystemProperty
 844:             2            160  org.springframework.context.annotation.ConfigurationClassPostProcessor
 845:             2            160  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
 846:             5            160  org.springframework.http.HttpStatus$Series
 847:             5            160  org.springframework.util.unit.DataUnit
 848:             5            160  org.springframework.web.util.pattern.WildcardSegmentsPathElement
 849:             2            160  sun.nio.ch.EPollSelectorImpl (java.base@25.0.4)
 850:             4            160  tools.jackson.core.Base64Variant
 851:             5            152  [Lorg.springframework.web.bind.annotation.RequestMethod;
 852:             2            144  [Ljava.math.BigDecimal; (java.base@25.0.4)
 853:             3            144  [Ljava.nio.file.attribute.PosixFilePermission; (java.base@25.0.4)
 854:             1            144  [Ljava.util.Set; (java.base@25.0.4)
 855:             3            144  [Lorg.apache.tomcat.util.http.MimeHeaderField;
 856:             2            144  [Ltools.jackson.core.json.JsonReadFeature;
 857:             6            144  [Ltools.jackson.databind.ser.BeanPropertyWriter;
 858:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
 859:             3            144  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@25.0.4)
 860:             6            144  io.micrometer.common.util.internal.logging.LocationAwareSlf4JLogger
 861:             6            144  io.micrometer.core.instrument.Meter$Type
 862:             3            144  io.micrometer.core.instrument.distribution.DistributionStatisticConfig
 863:             6            144  java.beans.MethodRef (java.desktop@25.0.4)
 864:             6            144  java.lang.Thread$State (java.base@25.0.4)
 865:             3            144  java.time.temporal.JulianFields$Field (java.base@25.0.4)
 866:             6            144  java.util.Date (java.base@25.0.4)
 867:             9            144  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@25.0.4)
 868:             3            144  java.util.concurrent.ConcurrentSkipListMap (java.base@25.0.4)
 869:             9            144  java.util.regex.Pattern$$Lambda/0x80000002f (java.base@25.0.4)
 870:             6            144  javax.management.NotificationBroadcasterSupport (java.management@25.0.4)
 871:             3            144  javax.management.openmbean.TabularType (java.management@25.0.4)
 872:             9            144  jdk.internal.classfile.impl.AbstractInstruction$UnboundStackInstruction (java.base@25.0.4)
 873:             6            144  jdk.internal.classfile.impl.UnboundAttribute$UnboundRuntimeVisibleAnnotationsAttribute (java.base@25.0.4)
 874:             6            144  jdk.internal.perf.PerfCounter (java.base@25.0.4)
 875:             2            144  org.apache.catalina.core.StandardWrapperValve
 876:             6            144  org.apache.coyote.http11.filters.ChunkedInputFilter$ParseState
 877:             6            144  org.apache.logging.log4j.MarkerManager$Log4jMarker
 878:             6            144  org.apache.tomcat.util.http.parser.HttpHeaderParser$HeaderParsePosition
 879:             6            144  org.apache.tomcat.util.threads.InlineExecutorService
 880:             3            144  org.springframework.beans.SimpleTypeConverter
 881:             6            144  org.springframework.boot.context.config.ConfigDataEnvironmentContributor$Kind
 882:             6            144  org.springframework.context.annotation.AnnotationScopeMetadataResolver
 883:             2            144  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
 884:             2            144  org.springframework.context.annotation.ConfigurationClassParser
 885:             9            144  org.springframework.http.HttpMethod
 886:             6            144  org.springframework.http.converter.ResourceRegionHttpMessageConverter
 887:             6            144  sun.management.NotificationEmitterSupport$ListenerInfo (java.management@25.0.4)
 888:             1            144  sun.nio.fs.UnixFileAttributes (java.base@25.0.4)
 889:             6            144  sun.reflect.generics.scope.ConstructorScope (java.base@25.0.4)
 890:             1            144  sun.security.pkcs11.SunPKCS11 (jdk.crypto.cryptoki@25.0.4)
 891:             9            144  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@25.0.4)
 892:             6            144  tools.jackson.core.JsonParser$NumberType
 893:             2            144  tools.jackson.databind.cfg.BaseSettings
 894:             6            144  tools.jackson.databind.cfg.MutableCoercionConfig
 895:             3            144  tools.jackson.databind.json.JsonMapper
 896:             6            144  tools.jackson.databind.module.SimpleSerializers
 897:             2            144  tools.jackson.databind.ser.UnrolledBeanSerializer
 898:             1            136  [Ljava.time.temporal.ChronoField; (java.base@25.0.4)
 899:             1            136  jdk.internal.misc.CarrierThread (java.base@25.0.4)
 900:             2            128  [Ljava.time.Month; (java.base@25.0.4)
 901:             2            128  ch.qos.logback.core.ConsoleAppender
 902:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping (java.management@25.0.4)
 903:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@25.0.4)
 904:             2            128  com.sun.security.sasl.gsskerb.JdkSASL$ProviderService (jdk.security.jgss@25.0.4)
 905:             4            128  java.lang.module.ModuleDescriptor$Modifier (java.base@25.0.4)
 906:             4            128  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@25.0.4)
 907:             2            128  java.security.SecureRandom (java.base@25.0.4)
 908:             4            128  java.util.LinkedList (java.base@25.0.4)
 909:             2            128  java.util.jar.JarFile (java.base@25.0.4)
 910:             8            128  jdk.internal.classfile.impl.AbstractInstruction$UnboundArrayLoadInstruction (java.base@25.0.4)
 911:             8            128  jdk.internal.classfile.impl.AbstractInstruction$UnboundArrayStoreInstruction (java.base@25.0.4)
 912:             4            128  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@25.0.4)
 913:             4            128  jdk.internal.util.ClassFileDumper (java.base@25.0.4)
 914:             8            128  jdk.proxy2.$Proxy43 (jdk.proxy2)
 915:             2            128  org.apache.catalina.core.ApplicationContext
 916:             2            128  org.apache.catalina.mapper.Mapper$ContextVersion
 917:             2            128  org.apache.catalina.webresources.DirResourceSet
 918:             4            128  org.apache.coyote.ErrorState
 919:             2            128  org.apache.tomcat.util.collections.ConcurrentLruCache$LimitedLinkedHashMap
